,high, positive,low, positive,high, medium,low, medium,high, negative,low, negative,noaction,
PosHiOnRight,50.0,90.29531250000001,0.0,84.36845703124999,0.0,0.0,60.35,
PosHiOnWrong,0.0,0.0,81.19062500000001,0.0,0.0,0.0,0.0,
PosHiOffRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
PosHiOffWrong,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
PosLoOnRight,77.9369140625,0.0,0.0,0.0,0.0,0.0,0.0,
PosLoOnWrong,64.173828125,64.54765625,0.0,0.0,0.0,0.0,0.0,
PosLoOffRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
PosLoOffWrong,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
NegHiOnRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
NegHiOnWrong,0.0,0.0,0.0,0.0,50.0,0.0,0.0,
NegHiOffRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
NegHiOffWrong,0.0,0.0,0.0,0.0,50.0,0.0,0.0,
NegLoOnRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
NegLoOnWrong,0.0,0.0,0.0,0.0,50.0,0.0,0.0,
NegLoOffRight,50.0,0.0,0.0,0.0,0.0,0.0,0.0,
NegLoOffWrong,0.0,0.0,0.0,0.0,0.0,50.0,0.0,
MedHiOnRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedHiOnWrong,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedHiOffRight,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedHiOffWrong,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
MedLoOnRight,0.0,50.0,0.0,30.75,0.0,0.0,0.0,
MedLoOnWrong,58.16250000000001,71.9,0.0,0.0,0.0,0.0,0.0,
MedLoOffRight,0.0,0.0,0.0,37.98125,0.0,50.0,46.425000000000004,
MedLoOffWrong,0.0,0.0,0.0,0.0,0.0,50.0,0.0,
